,GoodStudent,Age,SocioEcon,RiskAversion,VehicleYear,ThisCarDam,RuggedAuto,Accident,MakeModel,DrivQuality,Mileage,Antilock,DrivingSkill,SeniorTrain,ThisCarCost,Theft,CarValue,HomeBase,AntiTheft,PropCost,OtherCarCost,OtherCar,MedCost,Cushioning,Airbag,ILiCost,DrivHist
8831,0,15,14,42,33,2,31,2,46,35,9,0,32,1,39,0,24,7,1,36,39,1,39,8,0,39,25
8832,0,15,28,42,6,2,4,2,46,32,5,0,32,1,39,0,5,7,1,39,39,1,39,29,1,39,25
8833,0,41,14,32,33,2,4,2,26,32,23,0,32,0,39,0,24,7,1,39,39,1,39,29,0,39,25
8834,0,41,28,32,6,2,16,2,19,32,5,1,32,0,39,0,23,13,1,39,39,1,39,35,1,39,25
8835,0,41,28,32,6,2,31,2,19,47,5,1,27,0,39,0,23,7,1,39,39,1,39,35,1,39,38
8836,0,41,14,32,33,2,31,2,46,32,24,0,32,0,39,0,36,10,0,39,39,1,39,35,1,39,25
8837,0,41,14,32,33,17,4,17,26,47,5,0,27,0,36,0,36,7,1,36,39,1,43,47,0,40,38
8838,0,41,14,32,33,2,4,2,26,32,5,0,32,0,39,0,24,7,0,39,39,0,39,29,0,39,25
8839,0,15,28,32,6,2,16,2,19,32,5,1,32,1,39,0,23,7,1,39,39,1,39,35,1,39,25
8840,0,41,14,42,33,34,31,34,46,47,23,0,27,0,36,0,36,7,1,43,43,1,39,35,0,39,38
8841,0,41,22,3,33,17,4,17,26,47,23,0,27,0,36,0,24,10,0,36,39,0,43,47,0,43,38
8842,0,20,22,32,33,2,4,2,26,35,5,0,30,0,39,0,36,12,0,36,39,0,39,47,0,39,25
8843,0,41,22,3,33,18,4,18,26,47,24,0,32,0,39,0,36,12,0,39,39,1,39,29,0,39,25
8844,0,41,22,32,6,2,4,2,26,32,5,0,32,0,39,0,24,12,0,39,39,0,39,47,1,39,11
8845,0,15,22,42,6,18,4,18,26,32,23,0,32,1,39,0,36,12,1,36,39,0,39,47,1,39,25
8846,0,41,22,32,33,2,16,2,26,32,23,0,32,0,39,0,24,12,0,39,39,1,39,8,0,39,25
8847,0,41,14,42,33,2,16,2,26,47,23,0,27,0,39,0,24,7,1,39,39,1,39,47,0,39,38
8848,0,15,22,3,33,2,4,2,26,35,5,0,30,0,39,0,36,12,0,39,39,0,39,29,0,39,38
8849,0,41,14,32,33,2,16,2,46,32,9,0,32,0,39,0,24,10,1,39,39,1,39,29,0,39,25
8850,0,20,14,32,6,34,31,34,46,47,5,1,27,0,43,0,5,10,0,43,36,1,39,35,1,36,11
8851,0,15,28,3,6,2,31,2,37,35,23,1,32,0,39,0,5,10,0,39,39,1,39,35,1,39,11
8852,0,41,14,32,33,2,4,2,37,32,23,0,32,0,39,0,24,10,0,36,39,0,39,47,0,39,25
8853,0,20,14,32,33,34,16,34,46,47,23,0,27,0,43,0,5,7,1,40,43,1,39,8,0,39,11
8854,0,20,14,32,33,17,4,17,26,47,5,0,27,0,36,0,24,10,1,36,39,1,39,47,0,39,38
8855,0,41,14,42,33,2,31,2,46,47,24,0,27,0,39,0,5,7,1,36,39,1,39,8,0,39,25
8856,0,41,14,32,6,2,16,2,46,35,23,1,30,0,39,0,5,7,0,39,39,0,39,8,1,39,25
8857,0,20,22,32,33,18,4,18,26,47,5,0,27,0,39,0,36,13,0,39,39,0,39,29,0,39,38
8858,0,41,14,3,33,2,31,2,46,35,24,0,30,0,43,1,5,12,0,43,39,1,39,35,1,39,25
8859,0,41,22,32,6,2,4,2,37,32,23,1,32,0,39,0,5,13,0,36,39,0,39,29,1,39,25
8860,0,15,22,32,33,18,31,18,46,47,23,0,27,0,39,0,24,12,0,39,39,0,39,8,0,39,38
8861,0,41,22,3,33,2,4,2,26,32,5,0,32,0,39,0,36,12,0,39,39,1,39,29,0,39,25
8862,0,41,28,32,33,2,16,2,19,32,5,0,32,0,39,0,23,10,1,36,39,1,39,35,1,39,25
8863,0,41,22,3,33,2,4,2,26,32,23,0,32,0,39,0,24,12,0,36,39,0,39,29,0,39,11
8864,1,20,14,3,6,18,4,18,26,47,24,0,32,0,39,0,36,13,0,36,39,1,39,8,1,39,11
8865,0,41,14,42,33,2,31,2,46,32,23,0,32,0,39,0,24,7,1,39,39,1,39,35,0,39,38
8866,0,41,28,32,33,34,16,34,46,47,23,0,27,0,36,0,36,7,0,36,39,1,39,8,0,39,11
8867,0,41,22,32,33,2,31,2,46,32,9,0,32,0,39,0,24,12,0,36,39,1,39,8,0,39,25
8868,0,41,14,32,33,2,31,2,46,32,5,0,32,0,39,0,36,10,0,36,39,0,39,8,0,39,11
8869,0,41,22,32,6,2,4,2,26,32,23,0,32,0,39,0,36,12,0,36,39,0,39,8,1,39,25
8870,0,41,14,32,33,2,31,2,46,47,5,0,27,0,39,0,36,10,0,39,39,1,39,35,1,39,38
8871,0,41,14,32,33,2,4,2,37,32,5,0,32,0,39,0,5,10,0,36,39,1,39,47,0,39,25
8872,0,15,22,32,33,2,4,2,26,47,23,0,27,0,39,0,24,12,0,39,39,0,39,47,0,39,38
8873,0,41,22,32,6,2,4,2,37,32,24,1,32,0,39,0,5,10,1,39,39,0,39,47,1,39,25
8874,0,41,22,3,6,2,4,2,37,35,5,1,32,0,39,0,5,12,0,36,39,1,39,29,1,39,25
8875,0,41,14,42,33,2,31,18,46,47,23,0,27,0,39,0,5,7,1,36,39,1,39,8,0,39,25
8876,0,41,14,32,33,34,16,34,46,47,5,0,27,0,36,0,24,10,0,43,43,1,39,29,0,40,38
8877,0,41,22,32,6,18,4,18,46,32,23,0,32,0,39,0,5,12,0,39,39,1,39,47,1,39,25
8878,0,15,14,42,33,34,31,34,46,47,5,0,27,0,36,0,36,7,1,43,43,1,39,8,0,39,38
8879,0,41,22,32,6,2,4,2,26,35,5,0,30,0,39,0,36,12,0,39,39,1,39,29,1,39,25
8880,0,41,14,42,33,2,16,2,46,35,24,0,32,0,39,0,5,7,1,39,39,1,39,29,0,39,25
8881,0,41,22,3,33,34,4,34,26,47,9,0,27,0,36,0,24,12,0,43,43,1,40,47,0,36,38
8882,0,20,22,42,33,17,31,17,46,47,5,0,27,0,39,0,24,12,1,36,36,1,39,35,1,39,11
8883,0,41,14,32,33,2,16,2,46,47,5,0,27,0,39,0,36,13,0,36,39,1,39,8,0,39,38
8884,0,41,22,3,33,17,4,17,26,47,23,0,27,0,36,0,24,12,0,36,39,0,39,47,0,39,38
8885,0,20,22,32,33,2,4,2,26,47,23,0,27,0,39,0,24,13,0,39,39,1,39,47,0,39,38
8886,0,20,22,42,33,2,4,2,37,32,23,0,32,0,39,0,24,12,1,39,39,1,39,29,1,39,25
8887,0,20,14,3,33,2,4,2,26,47,5,0,27,0,39,0,36,10,0,39,39,1,39,29,0,39,38
8888,1,20,28,32,33,2,4,2,26,32,23,0,32,0,39,0,24,7,1,36,39,1,39,47,0,39,25
8889,0,41,22,42,33,34,4,34,26,47,23,0,27,0,36,0,24,12,1,36,39,1,43,47,0,39,38
8890,0,41,14,32,6,34,16,34,46,47,5,0,27,0,43,0,5,10,1,43,36,1,39,35,1,40,11
8891,0,41,22,32,6,34,16,34,26,47,23,0,27,0,36,0,36,12,0,43,36,1,39,8,1,43,38
8892,0,15,22,32,6,2,16,2,26,47,23,0,27,1,39,0,36,12,0,39,39,1,39,8,1,39,38
8893,0,20,22,3,33,34,4,34,26,47,9,0,27,0,36,0,24,12,0,43,43,1,40,47,0,39,38
8894,0,41,28,3,6,2,16,2,46,35,5,1,32,0,39,0,5,13,0,36,39,1,39,8,1,39,25
8895,0,41,22,32,33,2,4,2,26,32,23,0,32,0,39,0,24,12,0,39,39,0,39,47,0,39,25
8896,0,41,14,32,33,2,31,2,46,47,24,0,27,0,39,0,5,10,0,39,39,1,39,35,0,39,25
8897,1,20,14,42,6,2,16,2,46,35,5,0,32,0,39,0,5,13,1,36,39,1,39,8,1,39,25
8898,1,20,28,3,6,2,4,2,37,32,5,1,32,0,39,0,5,12,0,39,39,1,39,29,1,39,11
8899,1,20,28,32,6,2,31,18,19,47,23,1,27,0,39,0,23,7,1,39,39,0,39,35,1,39,38
8900,0,20,28,3,6,17,4,18,37,47,24,1,27,0,43,0,5,10,0,43,39,0,39,29,1,39,38
8901,0,15,28,42,6,34,16,34,46,47,23,0,27,1,43,0,5,7,1,43,43,1,39,35,1,39,25
8902,0,41,22,42,33,2,4,2,26,47,23,0,27,0,39,0,24,12,1,39,39,0,39,47,0,39,38
8903,0,41,14,32,33,34,31,34,46,47,23,0,27,0,36,0,24,13,0,43,36,1,43,35,1,40,38
8904,0,41,22,3,33,2,4,2,26,35,23,0,32,0,39,0,24,12,0,36,39,0,39,29,0,39,11
8905,0,41,22,42,33,2,31,2,46,47,5,0,27,0,39,0,5,12,1,39,39,1,39,35,0,39,25
8906,0,15,22,32,33,2,16,2,46,32,23,0,32,0,39,0,24,12,0,39,39,1,39,8,0,39,25
8907,0,20,14,32,33,2,31,2,46,47,24,0,27,0,39,0,36,10,0,36,39,1,39,35,0,39,38
8908,0,41,14,32,6,2,16,2,46,32,23,1,32,0,39,0,5,7,0,36,39,1,39,35,1,39,25
8909,0,41,14,42,33,2,16,2,26,32,23,0,32,0,39,0,24,7,1,36,39,1,39,29,0,39,25
8910,0,41,22,32,6,2,4,2,46,32,23,0,32,0,39,0,5,12,0,39,39,0,39,29,1,39,25
8911,1,20,14,32,33,2,16,2,46,47,5,0,27,0,39,0,24,13,0,36,39,1,39,29,0,39,38
8912,0,20,14,3,33,2,16,2,46,35,23,0,30,0,39,0,24,12,0,36,39,1,39,8,0,39,25
8913,0,20,14,32,33,2,31,2,46,32,5,0,32,0,39,0,5,7,0,39,39,1,39,8,0,39,25
8914,0,41,22,42,33,2,4,2,26,35,5,0,32,0,39,0,36,13,1,39,39,0,39,29,0,39,25
8915,1,20,22,32,33,2,4,2,26,32,5,0,32,0,39,0,24,12,0,39,39,0,39,47,0,39,25
8916,1,20,28,3,33,34,16,34,46,47,5,0,32,0,36,0,24,10,0,36,36,1,39,8,0,39,11
8917,0,15,28,42,6,2,4,2,26,35,24,0,30,1,39,0,24,7,1,39,39,1,39,47,1,39,25
8918,0,41,14,32,33,2,31,2,46,32,5,0,32,0,39,0,24,10,1,39,39,1,39,8,0,39,25
8919,0,15,22,32,33,2,4,2,37,32,24,0,32,0,39,0,36,12,0,36,39,1,39,29,0,39,25
8920,0,15,28,42,6,2,16,2,19,32,24,1,32,1,39,0,23,7,1,39,39,1,39,8,1,39,25
8921,0,15,22,32,33,2,4,2,26,32,9,0,32,1,39,0,24,12,0,39,39,0,39,47,0,39,25
8922,0,41,28,32,6,2,16,2,19,32,5,1,32,0,39,0,23,7,1,39,39,1,39,8,1,39,25
8923,0,41,28,42,6,2,16,2,19,32,5,1,32,0,39,0,23,7,1,39,39,1,39,8,1,39,25
8924,0,41,14,32,33,18,16,18,46,47,23,0,27,0,39,0,24,10,0,36,39,1,39,8,0,39,38
8925,0,15,22,42,33,2,4,2,26,32,5,0,32,1,39,0,24,12,0,39,39,1,39,47,0,39,25
8926,1,20,21,32,6,18,16,18,19,47,23,1,27,0,39,0,23,13,1,36,39,1,39,35,1,39,38
8927,0,20,22,32,33,2,4,2,26,32,5,0,32,0,39,0,36,12,0,39,39,0,39,47,0,39,25
8928,0,15,22,32,33,18,4,18,26,47,9,0,27,0,39,0,24,12,0,39,39,0,39,29,0,39,38
8929,0,41,22,32,33,2,16,2,26,47,5,0,27,0,39,0,24,10,0,36,39,1,39,47,0,39,38
8930,0,41,22,42,33,2,31,2,37,35,9,0,32,0,39,0,40,12,1,36,39,0,39,8,0,39,25
8931,0,41,28,42,6,2,31,2,19,32,23,1,32,0,39,0,23,7,1,39,39,1,39,35,1,39,11
8932,0,41,28,3,6,2,16,2,19,32,23,1,32,0,39,0,23,12,0,39,39,1,39,8,1,39,25
8933,0,41,22,45,6,34,16,34,46,47,9,0,32,0,43,0,5,12,0,40,43,0,40,35,1,39,11
8934,0,15,22,42,33,2,4,2,37,35,5,0,32,1,39,0,5,13,1,39,39,1,39,47,0,39,25
8935,0,41,14,42,33,2,4,2,26,32,5,0,32,0,39,0,24,7,1,36,39,0,39,47,0,39,25
8936,0,41,14,32,6,18,4,18,46,32,23,0,32,0,39,0,5,10,0,36,39,1,39,29,1,39,25
8937,0,41,22,42,33,2,4,2,26,35,23,0,32,0,39,0,24,10,1,39,39,0,39,47,0,39,11
8938,0,41,14,42,33,2,16,2,26,32,5,0,32,0,39,0,24,7,1,36,39,1,39,8,1,39,25
8939,0,41,28,45,6,2,31,18,19,47,5,1,27,0,39,0,23,7,0,36,39,1,39,35,1,39,38
8940,0,20,22,3,6,34,16,34,26,47,23,0,27,0,36,0,36,12,0,36,36,1,39,8,1,36,38
8941,0,15,22,42,33,2,4,2,26,35,5,0,30,1,39,0,24,12,1,36,39,0,39,47,0,39,25
8942,0,41,14,42,33,34,16,34,46,47,23,0,27,0,36,0,24,7,1,36,39,0,39,29,0,36,38
8943,0,41,28,42,6,34,4,34,37,47,9,1,27,0,43,0,5,7,1,43,36,1,40,47,1,39,25
8944,0,15,28,32,6,18,31,18,19,47,23,1,27,0,39,0,23,7,1,39,39,1,39,35,1,39,38
8945,0,41,22,32,33,2,4,2,26,32,5,0,32,0,39,0,24,12,0,39,39,0,39,47,0,39,25
8946,0,41,22,32,6,2,4,2,26,32,23,0,32,0,39,0,36,12,0,39,39,0,39,29,1,39,38
8947,0,20,14,32,33,34,16,34,46,47,23,0,27,0,36,0,24,10,0,36,39,1,43,29,0,39,38
8948,0,41,22,45,33,2,16,2,26,47,5,0,32,0,39,0,36,12,0,36,39,1,39,29,0,39,11
8949,0,41,22,3,33,2,4,2,26,35,5,0,32,0,39,0,36,12,0,39,39,1,39,29,0,39,25
8950,0,20,22,3,6,2,4,2,26,32,9,0,32,0,39,0,5,12,0,39,39,1,39,47,1,39,25
8951,0,41,22,32,33,18,4,18,26,47,5,0,27,0,39,0,24,12,0,36,39,1,39,47,0,39,38
8952,0,41,28,3,33,2,16,2,46,35,5,0,32,0,39,0,5,13,0,36,39,1,39,29,0,39,11
8953,0,20,22,32,33,2,4,2,26,35,5,0,30,0,39,0,24,12,1,39,39,0,39,29,0,39,25
8954,0,41,22,3,6,2,4,2,26,35,23,0,30,0,39,0,5,12,0,39,39,1,39,29,1,39,11
8955,0,41,28,3,6,2,16,2,19,32,5,1,32,0,39,0,23,13,0,36,39,1,39,8,1,39,11
8956,0,41,14,42,33,17,16,17,46,47,5,0,27,0,36,0,24,7,1,40,43,1,39,35,1,39,38
8957,0,15,22,32,33,34,16,34,46,47,5,0,27,0,36,0,24,12,0,43,43,1,43,29,0,36,38
8958,1,20,28,3,6,2,4,2,37,35,5,1,30,0,39,0,5,7,1,36,39,1,39,47,1,39,11
8959,0,15,22,32,33,2,16,2,26,32,5,0,32,1,39,0,24,10,0,39,39,0,39,8,0,39,25
8960,0,41,22,32,33,2,4,2,37,32,5,0,32,0,39,0,24,12,0,39,39,1,39,47,0,39,25
8961,0,41,14,32,33,2,4,2,37,32,5,0,32,0,39,0,36,10,0,39,39,1,39,47,0,39,25
8962,0,41,14,3,33,2,31,2,46,32,5,0,32,0,39,0,36,10,0,36,39,1,39,8,0,39,25
8963,0,20,14,42,33,34,4,34,37,47,5,0,27,0,36,0,24,7,1,43,43,1,36,47,0,39,25
8964,0,20,22,3,6,34,16,17,46,47,5,0,27,0,43,0,5,12,0,43,39,0,39,29,1,39,38
8965,0,41,14,32,6,2,16,2,46,32,5,1,32,0,39,0,5,7,0,39,39,1,39,29,1,39,25
8966,0,20,14,3,33,2,4,2,26,47,9,0,27,0,39,0,24,13,0,39,39,0,39,29,0,39,38
8967,0,15,22,32,33,2,4,2,26,47,5,0,27,0,39,0,24,12,0,36,39,1,39,47,0,39,38
8968,0,41,22,3,33,2,4,2,26,32,23,0,32,0,39,0,24,12,0,39,39,1,39,47,0,39,11
8969,0,41,28,32,6,17,4,18,46,47,9,1,27,0,43,0,5,10,1,43,39,1,39,29,1,39,38
8970,0,41,22,32,33,2,4,2,26,32,23,0,32,0,39,0,24,12,0,39,39,0,39,29,0,39,25
8971,0,41,22,32,33,34,4,34,26,47,5,0,27,0,36,0,24,12,0,43,43,1,40,47,0,39,38
8972,0,41,14,32,33,2,4,2,37,32,24,0,32,0,39,0,5,7,0,36,39,1,39,47,0,39,25
8973,0,41,22,32,6,2,4,2,26,32,23,0,32,0,39,0,36,12,0,39,39,0,39,47,1,39,25
8974,0,41,21,3,6,2,4,2,37,47,23,1,27,0,39,0,5,7,1,39,39,1,39,29,1,39,38
8975,0,41,14,42,33,2,16,2,37,47,5,0,27,0,39,0,36,7,1,36,39,1,39,47,0,39,38
8976,0,41,28,3,6,2,16,2,46,47,9,0,32,0,39,0,5,10,1,39,39,1,39,8,1,39,25
8977,0,41,22,3,33,34,4,34,26,47,5,0,27,0,36,0,36,12,0,43,43,0,39,29,0,39,38
8978,0,41,22,32,33,2,4,2,26,32,5,0,32,0,39,0,24,13,1,36,39,1,39,47,0,39,25
8979,0,41,14,32,33,2,4,2,26,47,24,0,27,0,39,0,36,10,0,39,39,1,39,47,0,39,38
8980,0,20,22,3,33,2,16,2,26,35,23,0,30,0,39,0,24,13,0,39,39,1,39,8,0,39,38
8981,0,41,22,3,33,34,4,34,26,47,23,0,27,0,36,0,24,13,0,40,43,1,39,47,0,39,38
8982,0,41,22,42,33,2,4,2,26,35,23,0,30,0,39,0,24,12,1,39,39,0,39,29,0,39,25
8983,0,20,22,32,33,34,4,34,37,47,5,0,27,0,36,0,36,12,0,43,43,0,39,29,0,36,25
8984,0,15,28,3,33,2,31,2,46,35,23,0,32,0,39,0,24,12,0,39,39,1,39,8,0,39,11
8985,0,41,14,32,33,2,31,2,46,32,23,0,32,0,39,0,24,10,0,39,39,1,39,35,0,39,25
8986,0,20,22,32,6,34,16,34,46,47,23,0,27,0,43,0,5,12,0,43,43,1,39,8,1,39,38
8987,0,15,22,32,33,2,31,2,46,32,23,0,32,0,39,0,24,12,0,36,39,1,39,35,0,39,25
8988,1,20,22,42,33,34,4,34,26,47,5,0,27,0,36,0,24,12,1,40,43,1,39,47,0,39,38
8989,0,41,14,32,6,2,4,2,37,32,23,1,32,0,39,0,5,7,0,39,39,1,39,29,1,39,25
8990,0,41,28,32,6,2,16,2,46,35,23,0,30,0,39,0,5,7,1,39,39,1,39,8,1,39,25
8991,0,15,28,42,6,2,16,2,19,35,5,1,30,1,39,0,23,7,1,39,39,1,39,8,1,39,25
8992,0,15,22,3,33,34,16,17,46,47,23,0,32,0,36,0,36,13,0,36,36,1,39,8,1,39,25
8993,0,15,28,42,6,2,16,2,46,32,5,1,32,1,39,0,5,7,1,39,39,0,39,8,1,39,25
8994,0,41,22,3,33,2,16,2,26,35,5,0,30,0,39,0,24,12,0,39,39,1,39,29,0,39,25
8995,0,41,22,42,33,2,16,2,26,35,23,0,30,0,39,0,24,12,1,36,39,0,39,29,0,39,25
8996,0,41,22,42,33,2,4,2,26,35,23,0,30,0,39,0,24,12,1,39,39,0,39,47,0,39,25
8997,0,41,14,32,33,34,4,34,26,47,23,0,27,0,36,0,24,10,0,36,36,1,40,47,0,43,38
8998,0,15,28,32,6,2,16,2,46,32,23,1,32,0,39,0,5,13,1,36,39,1,39,8,1,39,25
8999,0,41,28,32,6,2,4,2,37,32,23,1,32,0,39,0,36,10,1,36,39,0,39,29,1,39,25
9000,0,41,14,32,33,2,4,2,37,32,23,0,32,0,39,0,5,10,0,36,39,1,39,29,0,39,25
9001,0,20,22,3,33,2,4,2,26,35,5,0,32,0,39,0,36,12,0,36,39,1,39,29,0,39,11
9002,0,41,28,42,6,2,31,2,19,32,5,1,32,0,39,0,23,7,1,39,39,1,39,35,1,39,25
9003,0,41,22,42,6,18,16,18,26,47,23,0,27,0,39,0,36,12,1,39,39,0,39,29,1,39,25
9004,0,41,22,3,33,2,4,2,26,47,5,0,32,0,39,0,36,12,0,36,39,0,39,47,0,39,25
9005,0,41,22,42,33,2,4,2,26,47,24,0,27,0,39,0,36,12,1,39,39,0,39,47,0,39,25
9006,0,20,21,3,6,2,31,2,19,32,5,1,32,0,39,0,23,7,0,39,39,1,39,35,1,39,25
9007,0,41,28,32,33,2,31,2,46,32,23,0,32,0,39,0,36,10,1,36,39,1,39,8,0,39,25
9008,0,41,28,32,6,34,16,34,46,47,9,0,27,0,43,0,5,7,1,40,43,0,39,35,1,39,38
9009,0,41,28,42,6,2,16,2,19,35,5,1,32,0,39,0,23,7,1,39,39,1,39,8,1,39,25
9010,0,41,28,32,6,2,16,2,19,35,23,1,30,0,39,0,23,10,1,36,39,1,39,8,1,39,25
9011,0,41,14,3,33,2,16,2,46,35,23,0,30,0,39,0,24,10,0,36,39,1,39,29,1,39,25
9012,0,41,14,32,6,18,4,18,46,47,23,1,27,0,39,0,5,10,0,39,39,1,39,47,1,39,38
9013,0,15,28,42,6,2,31,2,19,35,5,1,32,1,39,0,23,7,1,39,39,1,39,35,1,39,25
9014,0,41,22,3,33,2,4,2,37,32,5,0,32,0,39,0,36,13,0,39,39,1,39,29,0,39,25
9015,0,41,22,32,33,2,4,2,26,32,5,0,32,0,39,0,24,12,0,39,39,1,39,47,0,39,11
9016,0,41,28,32,6,34,4,34,37,47,23,1,27,0,43,0,5,7,1,43,43,1,39,29,1,36,38
9017,0,41,14,32,33,2,31,2,46,32,5,0,32,0,39,0,36,10,0,39,39,0,39,35,0,39,11
9018,0,41,28,32,6,2,16,2,19,32,23,1,32,0,39,0,23,7,1,39,39,1,39,8,1,39,25
9019,0,41,14,32,33,2,4,2,46,35,23,0,30,0,39,0,36,10,0,39,39,1,39,47,0,39,25
9020,0,41,22,32,33,2,4,2,26,32,5,0,32,0,39,0,24,12,0,39,39,0,39,47,0,39,25
9021,0,41,22,42,33,2,16,2,46,35,24,0,32,0,39,0,5,12,1,36,39,0,39,29,0,39,25
9022,0,20,22,3,33,2,4,2,26,32,24,0,32,0,39,0,24,12,0,39,39,1,39,47,0,39,11
9023,0,41,28,42,6,2,16,2,46,32,23,0,32,0,39,0,5,7,1,36,39,1,39,8,1,39,25
9024,0,41,28,32,33,2,16,2,46,32,24,0,32,0,39,0,5,7,1,39,39,1,39,8,0,39,25
9025,0,20,22,3,33,2,4,2,26,32,5,0,32,0,39,0,24,12,0,39,39,1,39,29,0,39,11
9026,0,41,14,32,6,2,4,2,26,32,23,0,32,0,39,0,36,10,0,39,39,0,39,8,1,39,25
9027,0,15,22,42,33,2,4,2,26,32,24,0,32,1,39,0,36,13,0,39,39,1,39,29,0,39,25
9028,0,15,28,42,6,2,4,2,26,35,23,0,32,1,39,0,36,7,1,39,39,1,39,29,1,39,25
9029,0,41,14,32,6,2,4,2,46,32,5,1,32,0,39,0,5,10,0,39,39,1,39,29,1,39,11
9030,0,15,22,42,33,2,31,2,46,32,5,0,32,1,39,0,24,13,1,39,39,0,39,35,1,39,25
9031,0,41,22,3,33,34,4,34,26,47,5,0,27,0,36,0,36,12,0,43,43,0,39,29,0,39,38
9032,0,15,28,32,6,2,31,2,19,47,5,1,27,0,39,0,23,10,1,39,39,1,39,35,1,39,38
9033,0,41,28,42,6,2,31,2,19,35,23,1,32,0,39,0,23,7,1,39,39,1,39,35,1,39,25
9034,0,41,22,3,33,2,4,2,26,32,24,0,32,0,39,0,36,12,0,36,39,1,39,47,0,39,25
9035,0,41,14,3,6,2,16,2,26,35,23,0,32,0,39,0,24,10,0,36,39,1,39,29,1,39,11
9036,0,41,22,42,6,2,4,2,26,35,23,0,32,0,39,0,36,10,1,39,39,0,39,29,1,39,25
9037,0,41,14,3,33,2,16,2,46,32,5,0,32,0,39,0,5,12,0,36,39,1,39,8,0,39,11
9038,0,20,14,32,33,2,16,2,46,47,24,0,27,0,39,0,5,10,0,36,39,1,39,29,0,39,38
9039,0,41,28,42,6,2,16,2,46,35,5,0,30,0,39,0,5,7,1,36,39,1,39,8,1,39,25
9040,0,15,22,42,6,2,16,2,26,35,23,0,30,1,39,0,24,12,1,39,39,0,39,35,1,39,25
9041,0,20,22,45,33,18,4,18,26,47,9,0,27,0,39,0,24,12,0,39,39,1,39,29,0,39,38
9042,0,41,14,32,33,2,31,2,46,32,5,0,32,0,39,0,5,10,1,39,39,0,39,8,0,39,25
9043,0,15,28,32,6,34,16,34,19,32,23,1,32,1,43,0,23,10,1,43,36,1,36,8,1,39,25
9044,0,41,22,42,33,2,4,2,26,32,23,0,32,0,39,0,24,12,1,36,39,0,39,47,0,39,25
9045,0,15,14,32,33,2,16,2,46,32,5,0,32,0,39,0,24,7,0,39,39,1,39,29,0,39,11
9046,0,20,14,32,33,17,31,34,46,47,5,0,27,0,36,0,36,10,0,43,43,1,39,8,0,39,38
9047,0,20,22,32,33,2,4,2,26,32,23,0,32,0,39,0,24,12,0,39,39,0,39,29,0,39,25
9048,0,41,28,3,33,2,16,2,19,32,23,0,32,0,39,0,36,12,0,39,39,1,39,47,0,39,11
9049,0,41,22,32,33,2,31,2,46,32,5,0,32,0,39,0,5,12,0,39,39,1,39,8,0,39,25
9050,0,41,14,32,33,18,4,18,26,32,23,0,32,0,39,0,24,7,1,39,39,1,39,29,0,39,25
9051,0,41,28,32,6,2,16,2,46,32,23,0,32,0,39,0,5,10,1,39,39,0,39,35,1,39,25
9052,0,41,14,32,6,2,16,2,46,32,5,1,32,0,39,0,5,10,1,39,39,1,39,35,1,39,25
9053,0,41,22,32,33,2,4,2,26,32,23,0,32,0,39,0,24,12,0,39,39,0,39,47,0,39,25
9054,0,20,14,32,33,2,16,2,46,32,24,0,32,0,39,0,5,10,0,39,39,1,39,29,0,39,25
9055,0,41,14,42,6,2,4,2,26,35,5,0,30,0,39,0,36,7,1,39,39,1,39,47,1,39,25
9056,0,41,22,3,33,2,4,2,26,47,5,0,27,0,39,0,24,13,0,39,39,0,39,47,0,39,38
9057,0,41,22,3,33,18,4,18,26,35,23,0,32,0,39,0,24,12,0,39,39,1,39,47,0,39,38
9058,0,20,14,32,6,17,16,17,46,47,5,0,27,0,36,0,36,10,0,36,39,0,39,35,1,36,38
9059,0,41,22,42,33,17,4,17,26,47,9,0,27,0,36,0,24,12,1,43,36,0,36,29,0,39,25
9060,0,15,22,45,33,2,4,2,26,35,23,0,32,0,39,0,24,12,0,39,39,0,39,47,0,39,11
9061,0,41,22,32,6,17,16,17,26,47,24,0,27,0,36,0,36,12,0,36,39,1,43,8,1,39,38
9062,0,41,22,3,33,17,4,17,26,47,23,0,27,0,36,0,24,12,0,36,39,1,39,47,0,39,38
9063,0,41,14,32,33,2,4,2,26,32,24,0,32,0,39,0,36,7,0,39,39,0,39,47,0,39,25
9064,0,41,14,32,33,34,31,34,46,47,9,0,27,0,36,0,24,10,1,43,36,1,39,35,0,39,38
9065,0,15,22,32,33,2,31,2,46,32,5,0,32,1,39,0,24,13,0,36,39,1,39,35,0,39,25
9066,0,20,14,32,33,2,16,2,46,32,9,0,32,0,39,0,24,10,0,39,39,1,39,35,1,39,25
9067,0,20,22,3,33,18,4,18,26,47,5,0,27,0,39,0,36,12,0,36,39,0,39,47,0,39,38
9068,0,41,28,32,6,2,16,2,46,32,5,1,32,0,39,0,36,13,1,39,39,1,39,8,1,39,25
9069,0,41,22,42,33,2,4,2,37,35,24,0,30,0,39,0,36,12,1,39,39,0,39,47,0,39,25
9070,0,41,22,3,6,2,16,18,26,47,23,0,32,0,39,0,36,13,0,43,43,1,39,8,1,39,25
9071,0,20,14,3,6,2,16,2,46,32,24,0,32,0,39,0,5,10,0,39,39,1,39,8,1,39,25
9072,0,41,22,42,33,2,31,2,46,32,9,0,32,0,39,0,24,12,1,39,39,0,39,8,0,39,25
